epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,12.473,1.03301,0.75758,1.17376,0.72123,0.54776,0.6005,0.34209,1.61212,1.07604,1.70138,0.000249761,0.000249761,0.000249761
2,23.2028,0.97153,0.63675,1.10192,0.68751,0.57714,0.61686,0.34964,1.62529,1.05935,1.61253,0.000504424,0.000504424,0.000504424
3,32.058,0.99553,0.64027,1.0996,0.73107,0.55314,0.62842,0.35239,1.63961,1.06024,1.60378,0.000757395,0.000757395,0.000757395
4,41.9089,1.01659,0.65546,1.10163,0.73561,0.57015,0.6157,0.3405,1.66025,1.16103,1.64911,0.000761387,0.000761387,0.000761387
5,51.3989,0.99352,0.63308,1.09782,0.63152,0.61245,0.60101,0.3223,1.66654,1.19276,1.61249,0.000758849,0.000758849,0.000758849
6,60.6661,1.01546,0.62509,1.08785,0.70911,0.57277,0.61132,0.34452,1.67382,1.15384,1.63729,0.000756312,0.000756312,0.000756312
7,69.9561,0.98949,0.61374,1.07477,0.69462,0.56702,0.5919,0.32874,1.67987,1.30095,1.61389,0.000753774,0.000753774,0.000753774
8,79.2169,0.94273,0.59827,1.06475,0.76547,0.51466,0.59815,0.33121,1.7181,1.22445,1.70993,0.000751236,0.000751236,0.000751236
9,88.3048,0.95689,0.58733,1.066,0.74769,0.53106,0.60005,0.33481,1.73992,1.26839,1.70773,0.000748698,0.000748698,0.000748698
10,97.5859,0.93454,0.58378,1.05797,0.70387,0.55349,0.59747,0.31811,1.72609,1.18134,1.70986,0.000746161,0.000746161,0.000746161
11,106.85,0.92761,0.56984,1.05009,0.72118,0.59727,0.64099,0.34374,1.67646,1.09375,1.6294,0.000743623,0.000743623,0.000743623
12,116.064,0.9189,0.55931,1.04841,0.70953,0.568,0.62885,0.3359,1.6769,1.26195,1.64514,0.000741085,0.000741085,0.000741085
13,125.336,0.90134,0.5524,1.03644,0.74042,0.58529,0.63757,0.34758,1.7251,1.18428,1.71302,0.000738548,0.000738548,0.000738548
14,134.579,0.90736,0.55362,1.03803,0.68049,0.55474,0.5971,0.33104,1.65186,1.16015,1.65271,0.00073601,0.00073601,0.00073601
15,143.708,0.89092,0.54577,1.03965,0.67917,0.55877,0.60351,0.32639,1.71005,1.2488,1.69343,0.000733472,0.000733472,0.000733472
16,152.462,0.87341,0.53001,1.0353,0.73526,0.6119,0.65083,0.35936,1.67203,1.15149,1.67313,0.000730935,0.000730935,0.000730935
17,161.346,0.86122,0.5155,1.023,0.77701,0.52954,0.62863,0.35539,1.70159,1.18105,1.67616,0.000728397,0.000728397,0.000728397
18,170.302,0.86049,0.52112,1.02565,0.67076,0.56269,0.59536,0.32201,1.73976,1.29559,1.71876,0.000725859,0.000725859,0.000725859
19,178.985,0.86583,0.51504,1.02643,0.56809,0.58081,0.59029,0.32894,1.71577,1.32794,1.72346,0.000723321,0.000723321,0.000723321
20,188.198,0.84755,0.51501,1.01864,0.77258,0.53387,0.61533,0.34941,1.67134,1.21438,1.65203,0.000720784,0.000720784,0.000720784
21,197.412,0.8486,0.50821,1.01386,0.61764,0.55292,0.57534,0.31912,1.69072,1.22712,1.66483,0.000718246,0.000718246,0.000718246
22,206.858,0.85513,0.50523,1.01467,0.69388,0.54023,0.60145,0.33897,1.7077,1.37159,1.70435,0.000715708,0.000715708,0.000715708
23,216.061,0.84316,0.49472,1.01128,0.62958,0.57477,0.59974,0.34469,1.68269,1.32799,1.71028,0.000713171,0.000713171,0.000713171
24,225.619,0.83064,0.49716,1.00787,0.73082,0.52,0.5949,0.33407,1.70146,1.24639,1.71497,0.000710633,0.000710633,0.000710633
25,234.924,0.81944,0.48499,1.00151,0.62391,0.58769,0.59851,0.34226,1.65427,1.2559,1.64023,0.000708095,0.000708095,0.000708095
26,244.471,0.81113,0.48398,1.00027,0.72569,0.58401,0.65076,0.35228,1.7228,1.24193,1.69104,0.000705558,0.000705558,0.000705558
27,253.779,0.83956,0.49203,1.00424,0.75012,0.51207,0.58323,0.32999,1.69387,1.30697,1.71741,0.00070302,0.00070302,0.00070302
28,263.118,0.81587,0.49952,0.99952,0.68613,0.52732,0.59231,0.32788,1.68098,1.2992,1.66906,0.000700482,0.000700482,0.000700482
29,272.758,0.81391,0.48868,0.99726,0.66367,0.56538,0.60922,0.33526,1.70463,1.29261,1.71194,0.000697944,0.000697944,0.000697944
30,282.082,0.81009,0.48669,0.99618,0.73089,0.54649,0.60037,0.336,1.71739,1.2814,1.70354,0.000695407,0.000695407,0.000695407
31,292.026,0.79567,0.47162,0.99056,0.65535,0.57813,0.62886,0.33573,1.72624,1.20498,1.70279,0.000692869,0.000692869,0.000692869
32,302.855,0.79272,0.47462,0.98895,0.75991,0.51772,0.60177,0.33003,1.71301,1.24718,1.69716,0.000690331,0.000690331,0.000690331
33,314.072,0.79371,0.46755,0.98985,0.67768,0.55958,0.59837,0.32243,1.7188,1.24419,1.74754,0.000687794,0.000687794,0.000687794
34,325.278,0.77924,0.46663,0.98719,0.68905,0.5726,0.62135,0.35111,1.6677,1.28515,1.65869,0.000685256,0.000685256,0.000685256
35,335.725,0.77634,0.47219,0.98655,0.77995,0.55694,0.63505,0.35388,1.7321,1.26456,1.72251,0.000682718,0.000682718,0.000682718
36,346.362,0.78911,0.47185,0.98906,0.68693,0.60702,0.62275,0.33676,1.71118,1.24216,1.795,0.000680181,0.000680181,0.000680181
37,356.875,0.78458,0.46834,0.98286,0.68667,0.56281,0.61221,0.3382,1.69171,1.225,1.75706,0.000677643,0.000677643,0.000677643
38,367.349,0.76031,0.4436,0.97974,0.71491,0.56506,0.61455,0.34238,1.7157,1.21879,1.72651,0.000675105,0.000675105,0.000675105
39,378.004,0.77043,0.45423,0.98091,0.713,0.57565,0.62151,0.34744,1.7147,1.26127,1.72392,0.000672567,0.000672567,0.000672567
40,387.246,0.77342,0.45446,0.98232,0.71054,0.5331,0.5972,0.33421,1.69939,1.32335,1.70472,0.00067003,0.00067003,0.00067003
41,396.503,0.75127,0.44162,0.977,0.68405,0.56277,0.60214,0.34085,1.71007,1.33663,1.73474,0.000667492,0.000667492,0.000667492
42,405.786,0.74595,0.44531,0.97025,0.68373,0.56678,0.63566,0.33851,1.72118,1.34037,1.71928,0.000664954,0.000664954,0.000664954
43,415.09,0.74234,0.44492,0.96877,0.67492,0.54432,0.59474,0.32173,1.70125,1.37935,1.69815,0.000662417,0.000662417,0.000662417
44,424.498,0.74432,0.44368,0.97152,0.67301,0.58807,0.6236,0.35119,1.67102,1.2571,1.69164,0.000659879,0.000659879,0.000659879
