epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,97.6843,1.52725,1.97014,1.47879,0.61502,0.54538,0.57495,0.32036,1.39797,1.18015,1.35546,0.00333043,0.00333043,0.00333043
2,181.976,1.41854,1.37467,1.3324,0.65032,0.57021,0.59639,0.33105,1.46437,1.21645,1.36427,0.00664178,0.00664178,0.00664178
3,268.856,1.49649,1.49973,1.37793,0.51708,0.42367,0.44394,0.23783,1.63787,1.81281,1.53677,0.00993112,0.00993112,0.00993112
4,353.572,1.54992,1.60002,1.42188,0.62704,0.53624,0.56966,0.3086,1.51764,1.33225,1.46334,0.009901,0.009901,0.009901
5,430.715,1.49459,1.47566,1.38648,0.66184,0.57634,0.60476,0.33868,1.41979,1.20228,1.37701,0.009868,0.009868,0.009868
6,507.983,1.44874,1.38551,1.35758,0.69506,0.59192,0.63578,0.36325,1.39628,1.11937,1.37275,0.009835,0.009835,0.009835
7,583.425,1.41068,1.30207,1.32628,0.68401,0.62734,0.66417,0.38566,1.36094,1.04437,1.3225,0.009802,0.009802,0.009802
8,658.018,1.38805,1.26221,1.31673,0.71969,0.62968,0.67215,0.38817,1.35772,1.03147,1.33099,0.009769,0.009769,0.009769
9,735.414,1.37322,1.21002,1.30281,0.73454,0.63765,0.69531,0.40574,1.3243,0.97656,1.30931,0.009736,0.009736,0.009736
10,813.137,1.34846,1.17546,1.28266,0.71492,0.64797,0.69351,0.40914,1.3194,0.94691,1.29455,0.009703,0.009703,0.009703
11,887.676,1.32461,1.13904,1.2723,0.74282,0.66286,0.71054,0.41832,1.30904,0.91299,1.28157,0.00967,0.00967,0.00967
12,962.554,1.31873,1.11018,1.26291,0.74727,0.67021,0.71943,0.42282,1.29702,0.89857,1.27233,0.009637,0.009637,0.009637
