epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,16.5937,1.27009,1.19772,1.41146,0.26544,0.27345,0.20096,0.07904,2.35587,2.38095,1.86212,0.000328704,0.000328704,0.000328704
2,34.1228,1.15681,0.93508,1.29951,0.1912,0.17021,0.14778,0.06558,2.44659,2.4965,1.93834,0.000659852,0.000659852,0.000659852
3,51.4339,1.20319,0.97797,1.32158,0.1929,0.16264,0.13807,0.0563,2.48492,2.75514,1.95935,0.000988801,0.000988801,0.000988801
4,68.121,1.24087,0.99822,1.30921,0.18726,0.15107,0.13826,0.06362,2.40523,2.77326,1.88661,0.0009901,0.0009901,0.0009901
5,85.0871,1.24647,1.00276,1.3224,0.18788,0.20526,0.14292,0.05904,2.42291,2.74243,1.95189,0.0009868,0.0009868,0.0009868
6,101.395,1.19881,0.95024,1.30214,0.20173,0.21312,0.15884,0.06513,2.38448,2.88631,1.86144,0.0009835,0.0009835,0.0009835
7,117.622,1.19132,0.92652,1.29067,0.22354,0.13816,0.13211,0.0598,2.50608,2.53079,1.96338,0.0009802,0.0009802,0.0009802
8,133.881,1.17833,0.89194,1.28361,0.19105,0.16075,0.13225,0.05113,2.49518,2.78091,1.92405,0.0009769,0.0009769,0.0009769
9,150.078,1.15157,0.88619,1.28662,0.21679,0.19642,0.14933,0.06677,2.38544,2.74562,1.95819,0.0009736,0.0009736,0.0009736
10,166.504,1.13483,0.86642,1.25993,0.14652,0.18288,0.12537,0.05307,2.41797,2.78116,1.95578,0.0009703,0.0009703,0.0009703
11,182.867,1.13265,0.82624,1.24894,0.24775,0.1525,0.13919,0.06527,2.42089,2.72118,1.9425,0.000967,0.000967,0.000967
12,199.126,1.10774,0.81271,1.23708,0.23982,0.1973,0.15798,0.06541,2.44951,2.72681,1.92203,0.0009637,0.0009637,0.0009637
13,215.471,1.09518,0.79487,1.23676,0.39841,0.15518,0.15193,0.0653,2.40595,2.77187,1.93636,0.0009604,0.0009604,0.0009604
14,234.629,1.09013,0.78215,1.22311,0.20879,0.17106,0.13733,0.06021,2.47513,2.80188,2.00414,0.0009571,0.0009571,0.0009571
15,254.029,1.06727,0.77193,1.22271,0.24876,0.25669,0.18761,0.07891,2.44685,2.58894,1.92194,0.0009538,0.0009538,0.0009538
16,270.783,1.07959,0.75302,1.21962,0.28818,0.1652,0.15753,0.074,2.37564,2.60098,1.85937,0.0009505,0.0009505,0.0009505
17,287.027,1.05903,0.75378,1.21107,0.22419,0.16172,0.14579,0.0685,2.44488,2.58979,1.96632,0.0009472,0.0009472,0.0009472
18,303.368,1.04726,0.72988,1.1995,0.24815,0.16828,0.17515,0.07661,2.3728,2.63537,1.8705,0.0009439,0.0009439,0.0009439
19,319.734,1.01975,0.70193,1.18762,0.20588,0.16923,0.14491,0.06055,2.47359,2.77786,1.94478,0.0009406,0.0009406,0.0009406
20,335.961,1.0122,0.69764,1.1897,0.25234,0.14093,0.15919,0.0679,2.38355,2.7087,1.92197,0.0009373,0.0009373,0.0009373
21,359.746,1.00911,0.68354,1.1878,0.22907,0.17822,0.16158,0.07732,2.34524,2.59703,1.85642,0.000934,0.000934,0.000934
22,376.429,1.00016,0.66732,1.17949,0.25541,0.18877,0.16919,0.07751,2.30964,2.59302,1.79411,0.0009307,0.0009307,0.0009307
23,392.748,0.99423,0.67948,1.16302,0.29146,0.1474,0.15187,0.07044,2.37611,2.62028,1.92717,0.0009274,0.0009274,0.0009274
24,409.113,0.97058,0.65118,1.15992,0.28461,0.15164,0.15352,0.07035,2.3604,2.76009,1.87726,0.0009241,0.0009241,0.0009241
25,425.491,0.98177,0.67103,1.16899,0.25702,0.21316,0.17853,0.079,2.40227,2.49756,1.88547,0.0009208,0.0009208,0.0009208
26,441.99,0.98191,0.65711,1.15442,0.19135,0.2032,0.14636,0.06688,2.5171,2.79734,2.04839,0.0009175,0.0009175,0.0009175
27,458.923,0.94861,0.62855,1.14967,0.26204,0.21753,0.15028,0.06302,2.44308,2.84845,1.95054,0.0009142,0.0009142,0.0009142
28,477.948,0.92049,0.61259,1.14277,0.28305,0.14361,0.14173,0.05777,2.42569,2.91796,1.89783,0.0009109,0.0009109,0.0009109
29,494.27,0.92899,0.61475,1.14038,0.21924,0.20639,0.15164,0.06426,2.53207,2.76897,2.04404,0.0009076,0.0009076,0.0009076
30,510.68,0.93319,0.62563,1.13811,0.24478,0.15784,0.14959,0.0688,2.50041,2.85408,1.9979,0.0009043,0.0009043,0.0009043
31,527.071,0.90838,0.61265,1.13256,0.24401,0.20734,0.17499,0.07989,2.40539,2.53975,1.87608,0.000901,0.000901,0.000901
32,543.817,0.93763,0.61303,1.12567,0.30006,0.2067,0.18081,0.08118,2.3849,2.47366,1.90881,0.0008977,0.0008977,0.0008977
33,560.038,0.88783,0.58991,1.12145,0.19346,0.15607,0.15264,0.06878,2.44949,2.60299,1.94269,0.0008944,0.0008944,0.0008944
34,580.546,0.88768,0.57836,1.11419,0.28145,0.16584,0.1761,0.06959,2.50443,2.58461,2.01367,0.0008911,0.0008911,0.0008911
35,596.743,0.8897,0.58134,1.11274,0.19955,0.17849,0.1516,0.07021,2.37979,2.67955,1.87626,0.0008878,0.0008878,0.0008878
36,613.085,0.89129,0.57994,1.11581,0.28705,0.21199,0.18719,0.07814,2.49424,2.66212,1.96121,0.0008845,0.0008845,0.0008845
37,629.476,0.87782,0.55783,1.10802,0.24725,0.15117,0.16485,0.07359,2.44578,2.68885,1.97722,0.0008812,0.0008812,0.0008812
38,645.723,0.88703,0.57651,1.10723,0.22024,0.17193,0.15501,0.06788,2.51086,2.68882,2.00558,0.0008779,0.0008779,0.0008779
