epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,12.0504,1.56515,3.10247,1.78458,0.32688,0.38185,0.31377,0.16567,1.73399,2.54495,1.63105,0.000251102,0.000251102,0.000251102
2,23.57,1.49288,1.72865,1.63914,0.33116,0.28048,0.27456,0.12877,1.94913,2.23208,1.87581,0.000505761,0.000505761,0.000505761
3,34.6481,1.49152,1.5269,1.64999,0.40184,0.22955,0.23006,0.10224,2.06965,2.59881,2.10281,0.000758728,0.000758728,0.000758728
4,45.624,1.48582,1.46386,1.65784,0.32168,0.23081,0.21833,0.09855,2.06957,3.17612,1.98011,0.000761387,0.000761387,0.000761387
5,56.4749,1.43015,1.37113,1.59022,0.47618,0.35249,0.31265,0.14792,2.06194,2.19784,1.95048,0.000758849,0.000758849,0.000758849
6,67.2271,1.40477,1.29354,1.5807,0.47018,0.28088,0.31685,0.15359,2.04692,2.20871,1.96361,0.000756312,0.000756312,0.000756312
7,78.1608,1.38388,1.18949,1.56083,0.46272,0.3887,0.37342,0.17351,2.00173,1.92423,1.85286,0.000753774,0.000753774,0.000753774
8,89.1857,1.35256,1.14439,1.53686,0.58163,0.32226,0.37179,0.18359,1.97492,2.03273,1.86336,0.000751236,0.000751236,0.000751236
9,99.9849,1.35785,1.13918,1.5479,0.44936,0.38526,0.3373,0.15119,2.02591,2.13074,1.87781,0.000748698,0.000748698,0.000748698
10,110.596,1.32975,1.10904,1.50763,0.4539,0.30004,0.32131,0.15186,2.10477,2.22625,1.98374,0.000746161,0.000746161,0.000746161
11,121.299,1.29888,1.0491,1.50214,0.44895,0.33258,0.35868,0.17563,2.08225,2.1167,1.97139,0.000743623,0.000743623,0.000743623
12,131.955,1.27942,1.00189,1.48558,0.57054,0.31705,0.37638,0.17952,2.04049,2.12729,1.9073,0.000741085,0.000741085,0.000741085
13,142.614,1.24071,0.98721,1.45686,0.51846,0.3178,0.36095,0.16763,2.09846,2.02365,1.97165,0.000738548,0.000738548,0.000738548
14,153.471,1.24413,0.96375,1.4581,0.54704,0.37525,0.39978,0.19606,2.02614,1.95754,1.86752,0.00073601,0.00073601,0.00073601
15,164.601,1.23554,0.94305,1.47776,0.61438,0.34531,0.40356,0.19726,1.96031,1.75967,1.85825,0.000733472,0.000733472,0.000733472
16,175.663,1.19812,0.89627,1.41547,0.51649,0.35955,0.38813,0.17903,2.06859,2.07383,1.92503,0.000730935,0.000730935,0.000730935
17,186.688,1.2294,0.9064,1.4442,0.66682,0.3888,0.41419,0.19013,2.03462,1.89216,1.94232,0.000728397,0.000728397,0.000728397
18,197.569,1.20316,0.89612,1.422,0.51865,0.37156,0.38951,0.18216,2.09846,1.95056,1.90461,0.000725859,0.000725859,0.000725859
19,208.411,1.18637,0.88003,1.39734,0.60891,0.34844,0.39858,0.19412,2.12683,1.87105,1.9881,0.000723321,0.000723321,0.000723321
20,219.301,1.19523,0.86263,1.41606,0.55214,0.30827,0.36573,0.18163,2.04288,1.99201,1.93643,0.000720784,0.000720784,0.000720784
21,230.152,1.16113,0.8273,1.40619,0.54465,0.34446,0.40348,0.1994,2.03666,1.86127,1.93097,0.000718246,0.000718246,0.000718246
22,241.168,1.15165,0.81094,1.384,0.49412,0.37642,0.3986,0.19488,2.03534,1.86878,1.93604,0.000715708,0.000715708,0.000715708
23,252.012,1.15225,0.84468,1.38679,0.55434,0.36395,0.35888,0.18079,2.01111,2.11259,1.90426,0.000713171,0.000713171,0.000713171
24,262.865,1.1302,0.81108,1.38324,0.67022,0.32647,0.385,0.1928,2.06089,1.93041,1.97419,0.000710633,0.000710633,0.000710633
25,273.698,1.12934,0.79557,1.35906,0.613,0.32424,0.37156,0.17999,2.10563,1.97483,1.98491,0.000708095,0.000708095,0.000708095
26,284.504,1.10864,0.76501,1.36585,0.49865,0.38801,0.39909,0.19647,2.05581,2.01232,1.94532,0.000705558,0.000705558,0.000705558
27,295.35,1.09424,0.75327,1.3385,0.56599,0.37523,0.39974,0.20213,2.06871,2.07974,1.9611,0.00070302,0.00070302,0.00070302
28,306.364,1.11799,0.7825,1.36023,0.63282,0.36292,0.40651,0.2085,2.01284,1.91327,1.8952,0.000700482,0.000700482,0.000700482
29,317.32,1.08083,0.7394,1.33652,0.59463,0.3706,0.4169,0.20716,2.05767,2.02176,1.97879,0.000697944,0.000697944,0.000697944
30,328.177,1.06928,0.72041,1.32132,0.55427,0.32737,0.38969,0.19737,1.99878,2.06196,1.86396,0.000695407,0.000695407,0.000695407
31,338.991,1.07382,0.7123,1.33752,0.76917,0.3158,0.38201,0.19242,2.07894,2.07279,1.92268,0.000692869,0.000692869,0.000692869
32,349.849,1.07222,0.72463,1.33078,0.58206,0.37146,0.40543,0.20403,2.09722,1.98353,1.97182,0.000690331,0.000690331,0.000690331
