epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,11.873,1.63314,2.31748,1.46538,0.43858,0.4733,0.42431,0.22197,1.67771,1.73328,1.48312,0.000254731,0.000254731,0.000254731
2,23.1746,1.55127,1.48437,1.37074,0.47162,0.41039,0.42632,0.20816,1.80383,1.84842,1.59906,0.000500946,0.000500946,0.000500946
3,38.0325,1.5407,1.44805,1.37501,0.39687,0.42461,0.36143,0.17493,1.81367,2.05285,1.61801,0.000737009,0.000737009,0.000737009
4,51.3725,1.52562,1.36336,1.34644,0.50835,0.51473,0.48172,0.24299,1.67906,1.46857,1.54808,0.000723321,0.000723321,0.000723321
5,64.848,1.49502,1.28682,1.31887,0.55335,0.52877,0.53462,0.2631,1.7163,1.58471,1.54649,0.000708095,0.000708095,0.000708095
6,75.77,1.45891,1.2087,1.30422,0.53636,0.49957,0.46537,0.2379,1.67687,1.55766,1.50289,0.000692869,0.000692869,0.000692869
7,86.3211,1.41897,1.15548,1.28629,0.59444,0.53061,0.55941,0.27338,1.70702,1.39654,1.50933,0.000677643,0.000677643,0.000677643
8,96.8416,1.38778,1.08963,1.26299,0.57904,0.52903,0.54258,0.27328,1.6666,1.44064,1.49234,0.000662417,0.000662417,0.000662417
9,106.859,1.37768,1.05129,1.24179,0.67113,0.54827,0.59263,0.29586,1.65945,1.35779,1.48278,0.00064719,0.00064719,0.00064719
10,117.017,1.33992,1.00091,1.21729,0.61457,0.59795,0.61029,0.30552,1.65081,1.28131,1.47111,0.000631964,0.000631964,0.000631964
11,127.36,1.32513,0.96824,1.21664,0.65528,0.53424,0.57603,0.2834,1.68501,1.27339,1.49156,0.000616738,0.000616738,0.000616738
12,138.08,1.29896,0.92814,1.2002,0.60746,0.57568,0.59969,0.30307,1.63681,1.26238,1.44667,0.000601512,0.000601512,0.000601512
