epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,135.465,1.48706,2.82054,1.57505,0.6478,0.5311,0.5511,0.29622,1.4872,1.53682,1.65378,0.00332632,0.00332632,0.00332632
2,265.271,1.43301,1.86226,1.5216,0.4293,0.31779,0.32217,0.16151,1.81997,2.34362,2.00677,0.00664866,0.00664866,0.00664866
3,387.243,1.47356,1.81602,1.56238,0.56049,0.52033,0.50407,0.26782,1.53221,1.62165,1.71827,0.00996001,0.00996001,0.00996001
4,507.227,1.45671,1.672,1.56155,0.62789,0.5367,0.56039,0.29934,1.5142,1.58684,1.716,0.0099505,0.0099505,0.0099505
5,633.433,1.41136,1.49167,1.52818,0.67684,0.57399,0.6108,0.33669,1.47258,1.33417,1.67583,0.009934,0.009934,0.009934
6,756.378,1.36871,1.37922,1.49322,0.71318,0.58156,0.63716,0.36421,1.42098,1.28017,1.63546,0.0099175,0.0099175,0.0099175
7,876.476,1.34325,1.29074,1.46906,0.71543,0.64893,0.68652,0.39092,1.37579,1.12142,1.56297,0.009901,0.009901,0.009901
8,996.253,1.32093,1.23025,1.4481,0.75074,0.64479,0.7047,0.40945,1.35298,1.09382,1.54606,0.0098845,0.0098845,0.0098845
9,1116.53,1.30159,1.19107,1.43667,0.73966,0.66683,0.71545,0.41744,1.33492,1.04512,1.52624,0.009868,0.009868,0.009868
10,1236.43,1.27849,1.14642,1.41913,0.75055,0.68192,0.73934,0.43529,1.3209,0.98467,1.52596,0.0098515,0.0098515,0.0098515
11,1358.72,1.27261,1.13442,1.41027,0.76703,0.66856,0.72951,0.42843,1.31489,0.99205,1.49167,0.009835,0.009835,0.009835
12,1481.52,1.26493,1.0976,1.39902,0.77378,0.67587,0.74064,0.44053,1.30106,0.97122,1.4839,0.0098185,0.0098185,0.0098185
13,1604.04,1.2554,1.07872,1.39197,0.77181,0.69366,0.75166,0.44634,1.29666,0.94122,1.4951,0.009802,0.009802,0.009802
14,1727.55,1.22838,1.04312,1.37778,0.76279,0.70627,0.75295,0.44988,1.28539,0.93293,1.48057,0.0097855,0.0097855,0.0097855
15,1851.28,1.23764,1.04288,1.37582,0.77841,0.69876,0.75635,0.44946,1.28628,0.92626,1.48453,0.009769,0.009769,0.009769
16,1974.25,1.2264,1.01725,1.36803,0.76903,0.71312,0.77427,0.47139,1.2535,0.88555,1.44081,0.0097525,0.0097525,0.0097525
17,2097.55,1.21732,1.00025,1.35855,0.77898,0.69766,0.75936,0.45905,1.28308,0.88933,1.46363,0.009736,0.009736,0.009736
18,2220.82,1.21544,0.98713,1.35499,0.77425,0.71886,0.77243,0.46846,1.25959,0.86889,1.44943,0.0097195,0.0097195,0.0097195
19,2344.58,1.20527,0.97698,1.3512,0.7941,0.71289,0.77326,0.4703,1.2637,0.86457,1.45724,0.009703,0.009703,0.009703
20,2467.17,1.2003,0.95995,1.34371,0.77315,0.73321,0.78368,0.47836,1.25143,0.84023,1.44909,0.0096865,0.0096865,0.0096865
21,2589.77,1.19111,0.95081,1.34147,0.79857,0.72157,0.787,0.48058,1.24758,0.82747,1.43582,0.00967,0.00967,0.00967
22,2712.12,1.1891,0.93708,1.33405,0.7984,0.72049,0.78612,0.48393,1.24165,0.82139,1.42817,0.0096535,0.0096535,0.0096535
23,2834.74,1.188,0.94182,1.33058,0.78448,0.73533,0.78953,0.48349,1.24603,0.8257,1.42987,0.009637,0.009637,0.009637
24,2957.51,1.1759,0.92822,1.32737,0.79725,0.73587,0.79759,0.49196,1.23072,0.80938,1.42427,0.0096205,0.0096205,0.0096205
25,3080.36,1.16873,0.91616,1.32167,0.78691,0.7467,0.79597,0.49679,1.21318,0.79364,1.40881,0.009604,0.009604,0.009604
26,3203.3,1.17239,0.9094,1.31888,0.8054,0.7495,0.80047,0.49712,1.22531,0.78709,1.41476,0.0095875,0.0095875,0.0095875
27,3326.34,1.1636,0.90451,1.31492,0.80314,0.7431,0.7991,0.49662,1.22593,0.79006,1.41155,0.009571,0.009571,0.009571
28,3449.19,1.15899,0.89241,1.31239,0.79443,0.75049,0.8023,0.50017,1.219,0.78453,1.41144,0.0095545,0.0095545,0.0095545
29,3571.76,1.15043,0.88275,1.30205,0.80915,0.74842,0.80403,0.50139,1.21521,0.76704,1.4019,0.009538,0.009538,0.009538
30,3694.33,1.15492,0.88206,1.30627,0.82547,0.73828,0.81064,0.50714,1.21098,0.7672,1.40916,0.0095215,0.0095215,0.0095215
31,3816.87,1.15254,0.88103,1.31085,0.80943,0.74992,0.80614,0.49775,1.22814,0.76859,1.43271,0.009505,0.009505,0.009505
32,3939.75,1.13883,0.86606,1.2979,0.81207,0.75356,0.81239,0.50989,1.21315,0.7598,1.40597,0.0094885,0.0094885,0.0094885
33,4062.88,1.14724,0.86922,1.30164,0.8084,0.76176,0.81298,0.50783,1.21228,0.75478,1.40425,0.009472,0.009472,0.009472
34,4186.09,1.13939,0.86299,1.29382,0.80481,0.76098,0.81355,0.51011,1.21109,0.75381,1.40028,0.0094555,0.0094555,0.0094555
35,4309.75,1.14124,0.85801,1.29167,0.80439,0.76654,0.81522,0.50912,1.20667,0.75148,1.39906,0.009439,0.009439,0.009439
36,4432.66,1.14093,0.85353,1.29131,0.79978,0.76374,0.81281,0.50643,1.21503,0.75378,1.41785,0.0094225,0.0094225,0.0094225
37,4555.67,1.13296,0.85002,1.29094,0.82432,0.74702,0.81545,0.51148,1.21342,0.74561,1.41191,0.009406,0.009406,0.009406
38,4678.67,1.13197,0.83916,1.2879,0.81947,0.75078,0.81628,0.51408,1.20034,0.74279,1.40189,0.0093895,0.0093895,0.0093895
39,4801.23,1.12664,0.83786,1.28639,0.80471,0.76914,0.81704,0.51304,1.2017,0.74219,1.39764,0.009373,0.009373,0.009373
40,4923.82,1.11391,0.82472,1.27627,0.79527,0.76877,0.81665,0.51412,1.20527,0.74337,1.39498,0.0093565,0.0093565,0.0093565
41,5046.17,1.11563,0.82758,1.28199,0.80903,0.76906,0.82088,0.51533,1.20493,0.74144,1.40425,0.00934,0.00934,0.00934
42,5168.76,1.11659,0.82231,1.28028,0.8102,0.76055,0.81713,0.51556,1.19884,0.73987,1.39552,0.0093235,0.0093235,0.0093235
43,5291.12,1.11246,0.81917,1.27232,0.80876,0.76808,0.81936,0.51771,1.20163,0.73867,1.39827,0.009307,0.009307,0.009307
44,5414.21,1.11169,0.81869,1.27026,0.79977,0.77697,0.81928,0.5184,1.19735,0.73574,1.39407,0.0092905,0.0092905,0.0092905
45,5537,1.11637,0.8151,1.26828,0.80824,0.77262,0.82199,0.5221,1.18949,0.73026,1.38285,0.009274,0.009274,0.009274
46,5660.06,1.10812,0.81088,1.26818,0.80874,0.77459,0.82094,0.52184,1.18778,0.72666,1.38148,0.0092575,0.0092575,0.0092575
47,5782.93,1.10391,0.80389,1.26981,0.81252,0.77637,0.82449,0.52509,1.1835,0.72311,1.38462,0.009241,0.009241,0.009241
48,5906.45,1.10644,0.80266,1.26767,0.80682,0.78053,0.82347,0.52469,1.18896,0.72486,1.38896,0.0092245,0.0092245,0.0092245
49,6029.37,1.10171,0.80496,1.2656,0.81237,0.76986,0.82142,0.52216,1.19201,0.7269,1.3953,0.009208,0.009208,0.009208
50,6152.68,1.10192,0.79531,1.25925,0.81556,0.76884,0.82327,0.52282,1.19326,0.72545,1.39483,0.0091915,0.0091915,0.0091915
51,6276.77,1.10227,0.79504,1.26001,0.81677,0.76992,0.82366,0.52281,1.19557,0.72374,1.39474,0.009175,0.009175,0.009175
52,6399.67,1.097,0.78954,1.26012,0.81238,0.78124,0.82314,0.5218,1.19619,0.72427,1.39236,0.0091585,0.0091585,0.0091585
53,6522.69,1.09622,0.78714,1.25742,0.8115,0.78288,0.82352,0.52304,1.19684,0.72449,1.39446,0.009142,0.009142,0.009142
54,6646.86,1.09012,0.78249,1.25252,0.81615,0.77519,0.82271,0.52273,1.19678,0.72309,1.39416,0.0091255,0.0091255,0.0091255
55,6771.39,1.08844,0.78404,1.2546,0.80555,0.78612,0.82283,0.52216,1.19685,0.72094,1.39265,0.009109,0.009109,0.009109
56,6895.57,1.09066,0.78194,1.25423,0.80201,0.78914,0.82108,0.52089,1.19874,0.72255,1.39299,0.0090925,0.0090925,0.0090925
57,7018.89,1.08769,0.77909,1.25217,0.80637,0.78662,0.8219,0.52112,1.19701,0.7204,1.39079,0.009076,0.009076,0.009076
58,7143.82,1.08517,0.77137,1.24732,0.80983,0.78463,0.82249,0.52187,1.19584,0.71925,1.38774,0.0090595,0.0090595,0.0090595
