epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,70.0549,1.52827,2.12932,1.64832,0.37465,0.34303,0.31785,0.14743,1.97061,1.84078,1.65453,0.00332581,0.00332581,0.00332581
2,138.276,1.4372,1.54667,1.48348,0.45661,0.34348,0.32803,0.1504,1.97942,1.78958,1.67805,0.00663717,0.00663717,0.00663717
3,201.977,1.53139,1.74658,1.54702,0.2193,0.17957,0.1284,0.05647,2.35502,2.76331,1.9447,0.00992653,0.00992653,0.00992653
4,266.053,1.5793,1.90588,1.59478,0.36334,0.27294,0.24362,0.10069,2.21024,2.38168,1.8707,0.009901,0.009901,0.009901
5,329.653,1.508,1.72656,1.54343,0.3715,0.27606,0.25195,0.1096,2.17025,2.12586,1.81091,0.009868,0.009868,0.009868
6,393.399,1.46361,1.60299,1.50621,0.34228,0.29063,0.27147,0.1223,2.05395,1.99151,1.74683,0.009835,0.009835,0.009835
7,458.493,1.43501,1.52168,1.47813,0.39448,0.34494,0.31142,0.14292,2.03329,1.80215,1.70846,0.009802,0.009802,0.009802
8,522.131,1.41938,1.45791,1.46849,0.4653,0.35784,0.34987,0.16224,2.0023,1.68372,1.68616,0.009769,0.009769,0.009769
9,585.439,1.39147,1.39703,1.44602,0.49672,0.37309,0.38324,0.1769,1.95737,1.65456,1.65586,0.009736,0.009736,0.009736
10,648.989,1.36806,1.34837,1.43084,0.4498,0.36675,0.36693,0.17553,1.90744,1.62797,1.60544,0.009703,0.009703,0.009703
11,712.219,1.35998,1.30655,1.42401,0.4818,0.34145,0.36591,0.17583,1.9156,1.62103,1.62564,0.00967,0.00967,0.00967
12,775.333,1.34212,1.27669,1.41015,0.48934,0.3473,0.36715,0.17183,1.95084,1.61141,1.64269,0.009637,0.009637,0.009637
13,838.801,1.33693,1.26174,1.40558,0.55887,0.38862,0.40324,0.18894,1.9031,1.54734,1.59437,0.009604,0.009604,0.009604
14,903.898,1.32202,1.222,1.39411,0.49237,0.37404,0.39052,0.1816,1.93476,1.55818,1.63171,0.009571,0.009571,0.009571
15,967.986,1.31683,1.19867,1.38813,0.53003,0.38204,0.40707,0.18574,1.93019,1.5721,1.63085,0.009538,0.009538,0.009538
16,1031.65,1.30579,1.16879,1.37752,0.47731,0.41088,0.40732,0.19101,1.92693,1.55583,1.62002,0.009505,0.009505,0.009505
17,1095.19,1.30165,1.16009,1.37328,0.53915,0.41498,0.41959,0.20162,1.88498,1.48977,1.58554,0.009472,0.009472,0.009472
18,1158.68,1.29231,1.14445,1.36846,0.54012,0.41417,0.42591,0.2016,1.88274,1.47997,1.5911,0.009439,0.009439,0.009439
19,1222.38,1.28634,1.12615,1.36041,0.57008,0.42769,0.44624,0.21156,1.89022,1.48657,1.58384,0.009406,0.009406,0.009406
20,1286.02,1.28067,1.11294,1.36147,0.52759,0.41729,0.4291,0.20608,1.86104,1.44683,1.56341,0.009373,0.009373,0.009373
21,1350.45,1.27247,1.09017,1.35345,0.51514,0.41486,0.42909,0.20716,1.8929,1.46351,1.5951,0.00934,0.00934,0.00934
22,1413.96,1.26476,1.08074,1.34914,0.56276,0.42517,0.44215,0.21473,1.84605,1.42206,1.55182,0.009307,0.009307,0.009307
23,1477.5,1.26065,1.06448,1.3418,0.57415,0.4162,0.43262,0.20989,1.84666,1.45354,1.53739,0.009274,0.009274,0.009274
24,1540.97,1.25225,1.05539,1.33612,0.55692,0.42091,0.45049,0.22087,1.82464,1.36687,1.53292,0.009241,0.009241,0.009241
25,1604.52,1.23972,1.04302,1.33547,0.60952,0.41571,0.45066,0.21528,1.86629,1.39294,1.5726,0.009208,0.009208,0.009208
26,1668.39,1.239,1.02225,1.32727,0.59599,0.40166,0.44638,0.21934,1.82337,1.44788,1.52392,0.009175,0.009175,0.009175
27,1732.21,1.24294,1.02502,1.33259,0.59975,0.42086,0.44629,0.21603,1.85922,1.40209,1.55806,0.009142,0.009142,0.009142
28,66.8078,1.22879,1.00187,1.3228,0.57399,0.43806,0.46193,0.22332,1.83587,1.38911,1.55078,0.009109,0.009109,0.009109
29,132.209,1.22386,0.99596,1.32086,0.58784,0.41876,0.46379,0.22267,1.86499,1.36722,1.56101,0.009076,0.009076,0.009076
30,197.575,1.22832,0.99578,1.32077,0.60209,0.42829,0.46638,0.22309,1.84851,1.372,1.55389,0.009043,0.009043,0.009043
31,263.469,1.21888,0.98067,1.31303,0.60653,0.43637,0.46449,0.22061,1.8614,1.40133,1.56961,0.00901,0.00901,0.00901
32,329.244,1.21322,0.97088,1.31574,0.63115,0.43669,0.4745,0.22885,1.834,1.35213,1.54795,0.008977,0.008977,0.008977
33,394.847,1.20468,0.96253,1.3135,0.57501,0.44236,0.46945,0.22415,1.85931,1.34838,1.57165,0.008944,0.008944,0.008944
34,460.353,1.20679,0.95757,1.30409,0.60192,0.4394,0.48141,0.22967,1.83953,1.34186,1.53616,0.008911,0.008911,0.008911
35,525.792,1.21231,0.95152,1.30701,0.58729,0.43288,0.47446,0.2309,1.83004,1.36253,1.54359,0.008878,0.008878,0.008878
36,591.541,1.20174,0.94019,1.29699,0.60427,0.4332,0.47336,0.22923,1.82405,1.36778,1.53248,0.008845,0.008845,0.008845
37,656.979,1.19101,0.93591,1.29587,0.58874,0.44752,0.48184,0.23246,1.8074,1.32203,1.52444,0.008812,0.008812,0.008812
38,722.088,1.19173,0.92724,1.29623,0.61352,0.44007,0.47248,0.22783,1.82617,1.34326,1.53287,0.008779,0.008779,0.008779
39,787.058,1.17842,0.91898,1.29177,0.62724,0.43791,0.48195,0.23145,1.83576,1.33146,1.53504,0.008746,0.008746,0.008746
40,852.105,1.18694,0.92436,1.29167,0.59835,0.43851,0.47667,0.22867,1.84093,1.34132,1.53632,0.008713,0.008713,0.008713
41,917.316,1.18086,0.9131,1.29132,0.60435,0.45558,0.48022,0.23288,1.82702,1.34321,1.5362,0.00868,0.00868,0.00868
42,982.577,1.17887,0.89951,1.28434,0.61193,0.43932,0.48373,0.23394,1.82334,1.34714,1.53818,0.008647,0.008647,0.008647
43,1049.06,1.1733,0.88483,1.27994,0.59949,0.45237,0.4871,0.23761,1.82259,1.35045,1.53401,0.008614,0.008614,0.008614
44,64.2789,1.15387,0.85758,1.26936,0.58185,0.46289,0.48682,0.23806,1.80827,1.35618,1.52919,0.008581,0.008581,0.008581
45,128.548,1.15012,0.86552,1.27068,0.58751,0.46462,0.48463,0.23618,1.81986,1.34138,1.53534,0.008548,0.008548,0.008548
46,193.053,1.15758,0.87105,1.27309,0.60184,0.48068,0.49594,0.24008,1.82237,1.32869,1.53265,0.008515,0.008515,0.008515
47,257.734,1.14991,0.86405,1.26863,0.61864,0.46523,0.48611,0.23391,1.82694,1.34137,1.53712,0.008482,0.008482,0.008482
48,322.167,1.14654,0.85541,1.27144,0.60821,0.46836,0.49358,0.23891,1.8248,1.318,1.54127,0.008449,0.008449,0.008449
49,386.039,1.14076,0.84908,1.26614,0.6028,0.47505,0.49857,0.24026,1.82354,1.31065,1.54198,0.008416,0.008416,0.008416
50,450.27,1.14326,0.8459,1.26037,0.61705,0.46159,0.49534,0.24139,1.81734,1.30165,1.53588,0.008383,0.008383,0.008383
51,514.925,1.14606,0.84468,1.25963,0.65972,0.44105,0.49416,0.23965,1.81007,1.31457,1.5349,0.00835,0.00835,0.00835
52,580.383,1.13969,0.83968,1.25711,0.61829,0.45824,0.49708,0.24237,1.81288,1.32258,1.54057,0.008317,0.008317,0.008317
53,645.121,1.13166,0.83109,1.25544,0.61526,0.46635,0.50316,0.24319,1.81777,1.32341,1.54634,0.008284,0.008284,0.008284
54,709.322,1.13136,0.82812,1.25658,0.61439,0.47592,0.5003,0.24294,1.82223,1.31438,1.54999,0.008251,0.008251,0.008251
55,773.613,1.12173,0.81999,1.25297,0.61677,0.46448,0.50068,0.2425,1.83268,1.3219,1.55894,0.008218,0.008218,0.008218
56,838.064,1.12943,0.82594,1.2532,0.60701,0.47079,0.49833,0.24318,1.82634,1.31072,1.55038,0.008185,0.008185,0.008185
57,902.557,1.12478,0.821,1.25264,0.62751,0.45823,0.4969,0.24179,1.82727,1.31502,1.55297,0.008152,0.008152,0.008152
58,967.683,1.1274,0.81421,1.2507,0.62719,0.4524,0.49444,0.23881,1.82876,1.3159,1.55323,0.008119,0.008119,0.008119
59,1032.53,1.12535,0.80764,1.25047,0.6083,0.4558,0.49629,0.24161,1.82717,1.3176,1.55303,0.008086,0.008086,0.008086
60,1096.99,1.14169,0.83145,1.2574,0.61456,0.46503,0.49722,0.24186,1.8234,1.31938,1.54764,0.008053,0.008053,0.008053
61,1161.53,1.13748,0.8286,1.25559,0.59266,0.46639,0.49276,0.24121,1.82083,1.3163,1.54676,0.00802,0.00802,0.00802
62,1225.95,1.13485,0.82475,1.25064,0.59669,0.46957,0.49404,0.24164,1.82706,1.30877,1.55475,0.007987,0.007987,0.007987
63,1290.69,1.13517,0.81887,1.25176,0.62565,0.45382,0.4955,0.2424,1.824,1.31027,1.55153,0.007954,0.007954,0.007954
64,1355.62,1.12858,0.81411,1.25029,0.64679,0.44932,0.49582,0.2438,1.82479,1.31658,1.55139,0.007921,0.007921,0.007921
65,1420.08,1.12992,0.81047,1.25214,0.6561,0.44467,0.49646,0.2448,1.82491,1.32004,1.55229,0.007888,0.007888,0.007888
66,1484.17,1.12316,0.80106,1.24592,0.64275,0.45299,0.49706,0.24559,1.82418,1.32386,1.55175,0.007855,0.007855,0.007855
67,1549.34,1.11792,0.80035,1.24112,0.64383,0.45032,0.49553,0.24643,1.82023,1.32277,1.54924,0.007822,0.007822,0.007822
68,1613.91,1.11162,0.79803,1.24573,0.64255,0.45435,0.49658,0.24541,1.82011,1.32227,1.54916,0.007789,0.007789,0.007789
69,1678.89,1.10773,0.7859,1.23489,0.63574,0.46275,0.49619,0.24655,1.82188,1.32529,1.54938,0.007756,0.007756,0.007756
70,1743.38,1.11567,0.79227,1.24106,0.62937,0.46347,0.49416,0.24591,1.82133,1.3255,1.55015,0.007723,0.007723,0.007723
71,1807.8,1.12444,0.80359,1.24382,0.64387,0.45457,0.49374,0.24611,1.81988,1.32689,1.54942,0.00769,0.00769,0.00769
72,1872.27,1.11107,0.79463,1.23757,0.65948,0.44615,0.49239,0.24532,1.81874,1.32756,1.54873,0.007657,0.007657,0.007657
73,1936.54,1.1171,0.79503,1.23589,0.66533,0.4432,0.49003,0.24416,1.81911,1.32873,1.54861,0.007624,0.007624,0.007624
74,2001.28,1.10886,0.78849,1.23629,0.65886,0.44391,0.49024,0.24469,1.81873,1.32865,1.54847,0.007591,0.007591,0.007591
75,2065.9,1.10753,0.78406,1.23428,0.65407,0.44928,0.49039,0.24382,1.81644,1.32775,1.54665,0.007558,0.007558,0.007558
76,2130.37,1.10443,0.78503,1.23326,0.65128,0.44989,0.49133,0.24436,1.81581,1.32795,1.5455,0.007525,0.007525,0.007525
77,2194.4,1.10371,0.77931,1.23355,0.65607,0.44778,0.49009,0.2438,1.81641,1.3301,1.54648,0.007492,0.007492,0.007492
78,2258.66,1.10159,0.77289,1.23398,0.66133,0.44984,0.49053,0.24396,1.81463,1.32764,1.54676,0.007459,0.007459,0.007459
79,2322.81,1.09966,0.77275,1.23366,0.66409,0.45101,0.49045,0.24399,1.81448,1.32682,1.54688,0.007426,0.007426,0.007426
80,2387.85,1.09427,0.76642,1.22651,0.6756,0.44384,0.49061,0.2445,1.8158,1.3294,1.54764,0.007393,0.007393,0.007393
81,2452.77,1.09879,0.7674,1.22315,0.67876,0.442,0.48992,0.24408,1.81607,1.3314,1.54927,0.00736,0.00736,0.00736
82,2516.88,1.09266,0.76501,1.222,0.67159,0.44346,0.49036,0.24428,1.81637,1.33096,1.54915,0.007327,0.007327,0.007327
83,2580.97,1.08988,0.76264,1.22252,0.67206,0.4463,0.49135,0.24413,1.81659,1.33049,1.54859,0.007294,0.007294,0.007294
84,2645.36,1.09058,0.76071,1.22684,0.66926,0.44764,0.49241,0.24383,1.81794,1.33292,1.55014,0.007261,0.007261,0.007261
85,2709.71,1.08621,0.75725,1.21643,0.6658,0.45266,0.49259,0.24393,1.8185,1.33376,1.55106,0.007228,0.007228,0.007228
86,2774.56,1.08225,0.7471,1.21492,0.66561,0.4569,0.49237,0.24467,1.81776,1.3329,1.55081,0.007195,0.007195,0.007195
87,2838.81,1.07823,0.74819,1.22055,0.67048,0.45249,0.49358,0.24538,1.81794,1.33234,1.55151,0.007162,0.007162,0.007162
88,2902.98,1.08232,0.74515,1.21347,0.6651,0.45657,0.49433,0.24611,1.81868,1.33392,1.55148,0.007129,0.007129,0.007129
89,2967.38,1.07504,0.7408,1.21292,0.6642,0.45846,0.49435,0.24575,1.81841,1.33546,1.55102,0.007096,0.007096,0.007096
90,3031.75,1.07606,0.74227,1.21094,0.66285,0.45786,0.4951,0.24628,1.81771,1.33576,1.55028,0.007063,0.007063,0.007063
91,3097.03,1.08881,0.74275,1.2199,0.66228,0.45806,0.49416,0.24639,1.81752,1.33596,1.55,0.00703,0.00703,0.00703
92,3161.75,1.06886,0.73099,1.21158,0.6543,0.45919,0.49486,0.24648,1.8171,1.33537,1.54999,0.006997,0.006997,0.006997
93,3226.01,1.07827,0.73196,1.21158,0.65083,0.4582,0.49407,0.24639,1.81704,1.33535,1.55028,0.006964,0.006964,0.006964
