epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,2.0152,2.16921,5.64428,2.41402,0.23305,0.03704,0.0093,0.00438,2.01188,4.31134,2.2505,4.614e-05,4.614e-05,4.614e-05
2,4.4901,1.94465,4.09031,2.22833,0.9545,0.14815,0.21424,0.12106,2.1079,3.88447,2.2183,9.96401e-05,9.96401e-05,9.96401e-05
3,6.75136,1.74851,3.07973,1.90425,0.89045,0.20899,0.26018,0.11512,2.07506,4.10544,2.10889,0.000152785,0.000152785,0.000152785
4,8.8201,1.63924,2.58723,1.79741,0.53738,0.23333,0.22455,0.12644,2.03976,3.48444,2.0215,0.000205574,0.000205574,0.000205574
5,11.0131,1.61987,2.49786,1.77125,0.73459,0.26148,0.32701,0.16598,1.9006,3.61958,1.91792,0.000258009,0.000258009,0.000258009
6,13.2114,1.61674,2.29551,1.74581,0.31117,0.50927,0.34742,0.18825,1.97276,3.50941,1.9814,0.000310088,0.000310088,0.000310088
7,15.3679,1.54837,2.02215,1.71417,0.50317,0.38746,0.24712,0.10554,2.03883,3.32057,2.07572,0.000361811,0.000361811,0.000361811
8,17.4211,1.62252,2.02579,1.77196,0.30715,0.3037,0.24471,0.0833,2.19,3.87129,2.1835,0.00041318,0.00041318,0.00041318
9,19.4231,1.65187,2.07356,1.83311,0.11759,0.32901,0.17311,0.10127,1.91839,3.37546,2.08155,0.000464193,0.000464193,0.000464193
10,21.4421,1.54425,1.9367,1.75974,0.26241,0.34379,0.21577,0.11828,1.92262,4.20612,2.11051,0.000514851,0.000514851,0.000514851
11,23.4381,1.50075,1.76993,1.71153,0.2055,0.32854,0.17867,0.08967,2.10503,3.72758,2.31418,0.000565153,0.000565153,0.000565153
12,25.4312,1.48099,1.64705,1.71789,0.6498,0.20556,0.24979,0.14034,2.4085,3.58172,2.75621,0.000615101,0.000615101,0.000615101
13,27.4331,1.46621,1.52875,1.68532,0.74283,0.10185,0.17126,0.07915,2.13222,4.45626,2.27629,0.000664693,0.000664693,0.000664693
14,29.418,1.57425,1.55126,1.68387,0.11263,0.19255,0.17755,0.0997,2.14134,3.25662,2.11907,0.00071393,0.00071393,0.00071393
15,31.4102,1.58086,1.69187,1.74068,0.40146,0.32407,0.30882,0.11794,2.15276,4.15365,2.3942,0.000733472,0.000733472,0.000733472
16,33.371,1.52726,1.61908,1.72968,0.37808,0.41667,0.34314,0.12549,2.06374,5.08727,2.31275,0.000730935,0.000730935,0.000730935
17,35.3769,1.48196,1.5451,1.72006,0.89024,0.20116,0.28006,0.16204,2.00197,3.34459,2.25497,0.000728397,0.000728397,0.000728397
18,37.4271,1.43286,1.46447,1.65244,0.45498,0.19815,0.17597,0.09942,1.93707,4.15108,2.14105,0.000725859,0.000725859,0.000725859
19,39.4402,1.45078,1.33172,1.66618,0.14784,0.30918,0.26472,0.13063,1.95571,3.39948,2.1956,0.000723321,0.000723321,0.000723321
20,41.4879,1.48232,1.46233,1.6464,0.24634,0.34259,0.19333,0.09231,2.06219,3.43547,2.26613,0.000720784,0.000720784,0.000720784
21,43.4913,1.45836,1.30359,1.63385,0.31417,0.33177,0.23602,0.11299,2.0113,3.82604,2.11542,0.000718246,0.000718246,0.000718246
22,45.7604,1.38831,1.29125,1.58671,0.55538,0.13245,0.17921,0.05994,2.32377,4.10355,2.49881,0.000715708,0.000715708,0.000715708
23,49.9364,1.36959,1.30925,1.6355,0.70945,0.23843,0.34027,0.2074,2.04393,3.50887,2.15624,0.000713171,0.000713171,0.000713171
24,56.9379,1.34222,1.21105,1.59839,0.22143,0.42056,0.25966,0.12276,1.97902,3.55444,2.08276,0.000710633,0.000710633,0.000710633
25,60.1954,1.31021,1.15928,1.52835,0.31492,0.35556,0.30887,0.15675,2.05549,3.34113,1.98766,0.000708095,0.000708095,0.000708095
26,63.7613,1.38379,1.21797,1.64053,0.46486,0.27037,0.26142,0.11562,2.20227,3.41515,2.28848,0.000705558,0.000705558,0.000705558
27,66.8549,1.34166,1.2002,1.56827,0.40138,0.1963,0.22629,0.11984,2.29806,3.57574,2.34084,0.00070302,0.00070302,0.00070302
28,70.313,1.33026,1.16223,1.54757,0.32611,0.19269,0.25305,0.10487,2.22805,3.60506,2.39251,0.000700482,0.000700482,0.000700482
29,73.7613,1.32741,1.14124,1.54693,0.30296,0.31296,0.28872,0.12927,2.17663,3.75022,2.27446,0.000697944,0.000697944,0.000697944
30,76.6622,1.34844,1.06508,1.55795,0.47202,0.21073,0.21061,0.12375,2.08455,4.0203,2.02605,0.000695407,0.000695407,0.000695407
31,79.149,1.27918,1.09003,1.51706,0.35776,0.28658,0.25861,0.12263,2.2161,4.50066,2.25323,0.000692869,0.000692869,0.000692869
32,81.6141,1.27998,1.04102,1.53333,0.36105,0.23333,0.21875,0.11183,2.13865,3.95802,2.12807,0.000690331,0.000690331,0.000690331
33,83.839,1.31136,1.06147,1.52433,0.5636,0.26481,0.28007,0.16652,1.96905,3.47227,1.99667,0.000687794,0.000687794,0.000687794
34,85.8262,1.25762,1.0591,1.51228,0.50347,0.3,0.34163,0.18005,2.16053,3.08414,2.12636,0.000685256,0.000685256,0.000685256
35,87.8193,1.32588,1.06692,1.53792,0.58906,0.27778,0.37953,0.2032,2.24061,3.11831,2.19093,0.000682718,0.000682718,0.000682718
36,89.913,1.26845,1.01177,1.49396,0.43638,0.31481,0.3305,0.14101,2.27782,3.25708,2.29837,0.000680181,0.000680181,0.000680181
37,91.9249,1.23743,1.04401,1.46607,0.39196,0.2748,0.30029,0.13156,2.13105,3.16104,2.1156,0.000677643,0.000677643,0.000677643
38,93.9041,1.28883,1.03656,1.51274,0.38583,0.33345,0.3391,0.18114,2.29103,3.72751,2.44458,0.000675105,0.000675105,0.000675105
39,95.8871,1.27301,1.02507,1.52355,0.18053,0.36667,0.27845,0.16417,2.08623,3.4951,2.15153,0.000672567,0.000672567,0.000672567
40,97.8369,1.20533,0.97645,1.43414,0.37417,0.24815,0.33772,0.17088,2.15563,3.28967,2.12018,0.00067003,0.00067003,0.00067003
41,100.022,1.13575,0.92767,1.40301,0.477,0.24815,0.31191,0.16536,2.06615,3.33835,2.05121,0.000667492,0.000667492,0.000667492
42,101.997,1.19288,0.93482,1.44322,0.26652,0.30741,0.32324,0.16185,2.22437,3.58732,2.26254,0.000664954,0.000664954,0.000664954
43,103.985,1.17804,0.92329,1.44521,0.23207,0.30816,0.33534,0.10433,2.26078,3.77744,2.20638,0.000662417,0.000662417,0.000662417
44,107.165,1.15996,0.91038,1.43645,0.62974,0.20556,0.32722,0.17339,2.0581,3.65454,2.10096,0.000659879,0.000659879,0.000659879
45,111.426,1.13738,0.90129,1.44115,0.38957,0.28704,0.3088,0.18794,2.02,3.65368,2.16437,0.000657341,0.000657341,0.000657341
46,115.661,1.0961,0.87003,1.4013,0.42593,0.32671,0.35268,0.22469,2.0141,3.48276,2.05041,0.000654804,0.000654804,0.000654804
47,120.929,1.13601,0.85482,1.4098,0.46253,0.37877,0.3837,0.20591,2.09739,3.55117,2.22981,0.000652266,0.000652266,0.000652266
48,124.064,1.13584,0.89505,1.38534,0.4911,0.379,0.39776,0.19443,2.1464,3.55326,2.3181,0.000649728,0.000649728,0.000649728
49,127.6,1.12764,0.91958,1.41292,0.6586,0.35,0.38324,0.22536,2.04589,3.24101,2.22355,0.00064719,0.00064719,0.00064719
