epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,19.5165,1.15668,0.86914,1.27798,0.82158,0.70616,0.7686,0.4843,1.46547,1.02411,1.4647,0.000252723,0.000252723,0.000252723
2,39.4543,1.10361,0.75897,1.22685,0.86054,0.71189,0.78289,0.48877,1.47725,0.9784,1.46224,0.000507376,0.000507376,0.000507376
3,55.1901,1.11053,0.74712,1.2205,0.73471,0.66539,0.70736,0.40986,1.57554,1.22159,1.53226,0.000760338,0.000760338,0.000760338
4,71.0002,1.12175,0.76525,1.23229,0.77157,0.63312,0.70464,0.40818,1.64665,1.13765,1.5923,0.000761387,0.000761387,0.000761387
5,87.7621,1.09652,0.74181,1.21833,0.69234,0.66403,0.68167,0.38876,1.64119,1.19639,1.58329,0.000758849,0.000758849,0.000758849
6,106.022,1.08147,0.7111,1.20164,0.78681,0.64065,0.70434,0.41071,1.61869,1.15504,1.55887,0.000756312,0.000756312,0.000756312
7,124.314,1.06597,0.70947,1.19527,0.7873,0.62743,0.69301,0.3972,1.59084,1.187,1.56035,0.000753774,0.000753774,0.000753774
8,142.4,1.04785,0.69404,1.18953,0.73895,0.59761,0.66774,0.38789,1.6153,1.36476,1.56748,0.000751236,0.000751236,0.000751236
9,159.434,1.04665,0.67754,1.17014,0.74053,0.65505,0.71851,0.39802,1.62572,1.1395,1.58609,0.000748698,0.000748698,0.000748698
10,174.819,1.01831,0.65788,1.16817,0.73914,0.63616,0.68859,0.383,1.65111,1.16579,1.56707,0.000746161,0.000746161,0.000746161
11,190.198,1.00692,0.64291,1.15724,0.72957,0.63096,0.68638,0.37886,1.62287,1.2747,1.60862,0.000743623,0.000743623,0.000743623
12,205.57,0.99519,0.63737,1.15401,0.73895,0.63768,0.68929,0.39157,1.61548,1.22106,1.59619,0.000741085,0.000741085,0.000741085
13,220.968,0.98817,0.62444,1.14192,0.72807,0.66256,0.69458,0.39294,1.60095,1.1091,1.59514,0.000738548,0.000738548,0.000738548
14,236.393,0.97364,0.61864,1.13045,0.64476,0.631,0.6334,0.35349,1.67333,1.2801,1.60815,0.00073601,0.00073601,0.00073601
15,253.167,0.9642,0.61141,1.12797,0.73059,0.58605,0.65986,0.37617,1.66461,1.29128,1.61849,0.000733472,0.000733472,0.000733472
16,269.105,0.962,0.60904,1.12778,0.65774,0.63661,0.64447,0.34893,1.70296,1.25131,1.66019,0.000730935,0.000730935,0.000730935
17,287.278,0.95545,0.59476,1.12545,0.70918,0.58793,0.62691,0.34191,1.67761,1.32264,1.66532,0.000728397,0.000728397,0.000728397
18,305.193,0.9338,0.57879,1.11346,0.65387,0.65631,0.66582,0.3691,1.67314,1.22368,1.63444,0.000725859,0.000725859,0.000725859
19,323.136,0.91954,0.56526,1.10742,0.69687,0.63802,0.65961,0.37055,1.67306,1.28009,1.63754,0.000723321,0.000723321,0.000723321
20,342.548,0.93076,0.58272,1.11527,0.71837,0.62575,0.65658,0.36774,1.69015,1.35008,1.62647,0.000720784,0.000720784,0.000720784
21,362.223,0.90634,0.56171,1.10066,0.7045,0.59824,0.651,0.36374,1.64126,1.20071,1.62771,0.000718246,0.000718246,0.000718246
22,379.11,0.91714,0.56332,1.10255,0.72938,0.57726,0.63247,0.34058,1.71456,1.34009,1.7154,0.000715708,0.000715708,0.000715708
23,394.749,0.90082,0.5509,1.09359,0.70195,0.63216,0.66454,0.3695,1.66735,1.27219,1.67082,0.000713171,0.000713171,0.000713171
24,410.212,0.88198,0.53946,1.08785,0.76446,0.59582,0.65474,0.35062,1.69285,1.28533,1.67664,0.000710633,0.000710633,0.000710633
25,426.203,0.88565,0.54398,1.09393,0.66381,0.60391,0.62309,0.34453,1.67305,1.37764,1.67799,0.000708095,0.000708095,0.000708095
26,445.92,0.87429,0.53097,1.08175,0.67762,0.5951,0.60584,0.33079,1.72734,1.33157,1.75834,0.000705558,0.000705558,0.000705558
27,464.256,0.87845,0.53459,1.09372,0.70725,0.58893,0.64054,0.35038,1.68957,1.39452,1.66311,0.00070302,0.00070302,0.00070302
28,482.163,0.86245,0.52881,1.07807,0.66435,0.59209,0.61949,0.33129,1.70707,1.43242,1.71266,0.000700482,0.000700482,0.000700482
29,501.492,0.87334,0.52702,1.07501,0.72757,0.57866,0.63687,0.36063,1.63305,1.36429,1.61701,0.000697944,0.000697944,0.000697944
30,517.006,0.85431,0.51913,1.07505,0.73133,0.57709,0.63243,0.33526,1.71126,1.30883,1.66959,0.000695407,0.000695407,0.000695407
31,532.486,0.84526,0.50644,1.0695,0.68305,0.5854,0.62586,0.33082,1.74425,1.3949,1.73566,0.000692869,0.000692869,0.000692869
32,547.926,0.84535,0.51797,1.07187,0.67361,0.59139,0.63289,0.3445,1.67623,1.35223,1.68774,0.000690331,0.000690331,0.000690331
33,563.807,0.85211,0.51384,1.06497,0.67623,0.59847,0.63757,0.33792,1.68305,1.29922,1.70293,0.000687794,0.000687794,0.000687794
34,582.165,0.83394,0.51055,1.06295,0.73551,0.60011,0.64964,0.35429,1.67167,1.25222,1.65662,0.000685256,0.000685256,0.000685256
35,600.642,0.84373,0.50498,1.06144,0.72751,0.59537,0.65417,0.3528,1.67295,1.32441,1.67345,0.000682718,0.000682718,0.000682718
